city,latitude,longitude,time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,pressure_msl,cloud_cover,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
Karachi,24.8607,67.0011,2026-04-18 16:00:00,30.8,50,0.0,15.7,230,1007.8,100,66.4,22.4,299.0,7.0,15.7,138.0,97
Karachi,24.8607,67.0011,2026-04-18 17:00:00,29.7,57,0.0,15.3,230,1007.7,100,55.1,20.1,326.0,9.7,15.1,129.0,109
Karachi,24.8607,67.0011,2026-04-18 18:00:00,28.3,65,0.0,15.2,236,1007.8,91,55.1,20.7,338.0,15.4,14.5,116.0,114
Karachi,24.8607,67.0011,2026-04-18 19:00:00,26.9,72,0.0,14.0,246,1008.4,2,55.6,23.7,348.0,23.3,13.7,97.0,111
Karachi,24.8607,67.0011,2026-04-18 20:00:00,26.0,75,0.0,11.4,249,1008.8,0,64.5,27.4,377.0,30.0,13.1,81.0,99
Karachi,24.8607,67.0011,2026-04-18 21:00:00,25.5,77,0.0,7.9,246,1009.0,0,67.8,29.6,458.0,35.1,13.2,70.0,83
Karachi,24.8607,67.0011,2026-04-18 22:00:00,25.0,80,0.0,6.9,245,1009.1,0,68.5,31.7,559.0,39.1,13.7,62.0,74
Karachi,24.8607,67.0011,2026-04-18 23:00:00,24.5,79,0.0,8.4,254,1009.5,0,68.5,32.4,610.0,39.7,13.5,58.0,75
Karachi,24.8607,67.0011,2026-04-19 00:00:00,24.1,82,0.0,8.4,254,1009.5,0,65.7,30.5,568.0,34.6,12.1,61.0,76
Karachi,24.8607,67.0011,2026-04-19 01:00:00,23.8,85,0.0,7.8,257,1009.0,0,60.1,27.2,476.0,26.1,10.2,69.0,77
Karachi,24.8607,67.0011,2026-04-19 02:00:00,23.6,87,0.0,8.7,262,1008.4,0,53.6,24.0,391.0,19.0,8.7,75.0,77
Karachi,24.8607,67.0011,2026-04-19 03:00:00,23.5,88,0.0,7.7,273,1007.9,0,48.1,21.5,313.0,14.9,8.1,77.0,78
Karachi,24.8607,67.0011,2026-04-19 04:00:00,23.4,88,0.0,8.3,272,1007.5,0,45.2,19.9,242.0,12.2,7.9,78.0,78
Karachi,24.8607,67.0011,2026-04-19 05:00:00,23.4,92,0.0,9.2,274,1007.3,0,36.7,18.8,230.0,11.2,8.4,79.0,79
Karachi,24.8607,67.0011,2026-04-19 06:00:00,23.0,93,0.0,8.5,277,1007.6,0,36.4,19.2,343.0,13.7,9.6,81.0,79
Karachi,24.8607,67.0011,2026-04-19 07:00:00,23.4,90,0.0,7.6,282,1008.2,0,38.2,21.9,517.0,16.9,11.4,84.0,79
Karachi,24.8607,67.0011,2026-04-19 08:00:00,25.4,78,0.0,8.1,287,1008.8,2,40.5,21.9,609.0,18.1,13.4,92.0,79
Karachi,24.8607,67.0011,2026-04-19 09:00:00,27.4,68,0.0,8.9,289,1009.3,3,39.2,21.5,533.0,15.2,16.1,111.0,79
Karachi,24.8607,67.0011,2026-04-19 10:00:00,29.0,60,0.0,10.6,289,1009.6,0,37.5,21.7,376.0,10.2,19.1,136.0,79
Karachi,24.8607,67.0011,2026-04-19 11:00:00,30.6,56,0.0,13.1,282,1010.1,2,36.7,21.8,259.0,6.3,20.9,154.0,78
Karachi,24.8607,67.0011,2026-04-19 12:00:00,31.4,52,0.0,14.5,275,1010.1,0,36.3,21.2,231.0,4.7,20.7,160.0,77
Karachi,24.8607,67.0011,2026-04-19 13:00:00,32.1,50,0.0,14.4,269,1009.5,0,37.3,20.8,242.0,4.1,19.4,159.0,76
Karachi,24.8607,67.0011,2026-04-19 14:00:00,32.4,49,0.0,13.9,266,1008.7,0,38.5,20.3,263.0,4.5,18.2,155.0,75
Karachi,24.8607,67.0011,2026-04-19 15:00:00,32.3,48,0.0,13.8,256,1008.1,0,40.2,19.8,288.0,5.7,17.5,149.0,90
Karachi,24.8607,67.0011,2026-04-19 16:00:00,31.9,48,0.0,13.7,247,1007.6,1,41.8,19.8,324.0,7.9,17.0,140.0,104
Karachi,24.8607,67.0011,2026-04-19 17:00:00,31.0,48,0.0,13.6,241,1007.4,5,25.0,12.4,360.0,10.4,14.8,129.0,114
Karachi,24.8607,67.0011,2026-04-19 18:00:00,29.5,56,0.0,13.4,234,1007.6,23,23.1,13.2,392.0,15.0,14.0,118.0,118
Karachi,24.8607,67.0011,2026-04-19 19:00:00,27.7,68,0.0,12.9,240,1007.7,13,20.9,14.6,425.0,21.5,12.8,102.0,114
Karachi,24.8607,67.0011,2026-04-19 20:00:00,26.7,76,0.0,11.3,248,1008.3,9,21.1,16.1,459.0,27.3,12.2,88.0,103
Karachi,24.8607,67.0011,2026-04-19 21:00:00,26.0,79,0.0,9.9,255,1008.6,0,22.2,17.6,515.0,32.3,12.7,77.0,88
Karachi,24.8607,67.0011,2026-04-19 22:00:00,25.5,84,0.0,6.3,270,1009.2,0,24.2,19.7,573.0,36.5,13.7,68.0,70
Karachi,24.8607,67.0011,2026-04-19 23:00:00,25.1,85,0.0,5.5,289,1009.4,0,26.3,21.8,577.0,37.5,14.1,64.0,69
Karachi,24.8607,67.0011,2026-04-20 00:00:00,24.8,86,0.0,7.3,286,1009.2,0,26.5,21.8,478.0,33.2,13.1,66.0,68
Karachi,24.8607,67.0011,2026-04-20 01:00:00,24.4,89,0.0,8.7,291,1008.6,0,25.4,20.0,326.0,25.7,11.4,73.0,67
Karachi,24.8607,67.0011,2026-04-20 02:00:00,24.2,90,0.0,9.3,295,1008.0,0,25.9,18.4,215.0,19.1,10.0,79.0,66
Karachi,24.8607,67.0011,2026-04-20 03:00:00,24.1,91,0.0,10.2,302,1007.8,0,28.5,17.3,182.0,14.3,8.9,83.0,66
Karachi,24.8607,67.0011,2026-04-20 04:00:00,24.0,92,0.0,9.2,305,1008.0,0,32.8,16.8,190.0,10.5,8.1,86.0,65
Karachi,24.8607,67.0011,2026-04-20 05:00:00,23.8,97,0.0,7.7,300,1007.7,0,31.5,16.2,220.0,8.5,7.9,89.0,65
Karachi,24.8607,67.0011,2026-04-20 06:00:00,23.5,98,0.0,7.8,285,1007.8,0,32.6,16.9,285.0,11.6,8.7,87.0,65
Karachi,24.8607,67.0011,2026-04-20 07:00:00,23.8,97,0.0,8.2,278,1008.2,4,36.7,20.0,371.0,15.8,10.0,86.0,65
Karachi,24.8607,67.0011,2026-04-20 08:00:00,25.2,88,0.0,10.7,275,1008.9,29,48.3,22.3,421.0,17.6,11.8,90.0,65
Karachi,24.8607,67.0011,2026-04-20 09:00:00,27.1,77,0.0,10.0,276,1009.6,4,57.6,23.7,399.0,14.9,14.8,106.0,65
Karachi,24.8607,67.0011,2026-04-20 10:00:00,28.6,69,0.0,9.7,270,1009.6,0,67.5,25.7,341.0,9.9,18.4,128.0,65
Karachi,24.8607,67.0011,2026-04-20 11:00:00,29.9,64,0.0,10.8,252,1009.5,2,77.3,28.3,294.0,6.0,20.9,145.0,65
Karachi,24.8607,67.0011,2026-04-20 12:00:00,30.9,60,0.0,12.5,242,1009.1,1,81.5,30.3,273.0,4.6,21.7,155.0,66
Karachi,24.8607,67.0011,2026-04-20 13:00:00,31.5,56,0.0,14.0,240,1008.6,0,79.9,30.5,262.0,4.4,21.5,161.0,66
Karachi,24.8607,67.0011,2026-04-20 14:00:00,31.7,53,0.0,14.4,242,1007.7,5,76.1,29.6,263.0,4.9,20.6,160.0,70
Karachi,24.8607,67.0011,2026-04-20 15:00:00,31.6,51,0.0,13.5,249,1007.2,3,67.5,27.6,280.0,5.9,18.6,150.0,86
Karachi,24.8607,67.0011,2026-04-20 16:00:00,31.0,51,0.0,13.5,254,1006.8,63,59.4,25.7,308.0,7.6,16.0,135.0,99
Karachi,24.8607,67.0011,2026-04-20 17:00:00,30.2,55,0.0,13.5,258,1006.7,84,44.7,21.2,335.0,11.3,14.8,120.0,109
Karachi,24.8607,67.0011,2026-04-20 18:00:00,29.0,62,0.0,13.4,246,1007.0,88,39.2,20.1,359.0,16.2,13.9,104.0,112
Karachi,24.8607,67.0011,2026-04-20 19:00:00,27.6,74,0.0,14.2,244,1007.5,95,34.7,20.1,382.0,23.0,12.6,83.0,107
Karachi,24.8607,67.0011,2026-04-20 20:00:00,26.7,78,0.0,12.4,242,1008.0,100,34.5,21.4,399.0,27.8,11.7,66.0,94
Karachi,24.8607,67.0011,2026-04-20 21:00:00,26.2,79,0.0,10.7,239,1008.6,77,34.7,21.8,413.0,28.8,11.5,60.0,75
Karachi,24.8607,67.0011,2026-04-20 22:00:00,25.8,80,0.0,8.9,236,1008.9,0,34.7,21.5,422.0,27.8,11.6,59.0,72
Karachi,24.8607,67.0011,2026-04-20 23:00:00,25.5,83,0.0,10.1,241,1008.8,30,34.5,21.7,415.0,26.2,11.5,58.0,72
Karachi,24.8607,67.0011,2026-04-21 00:00:00,25.3,85,0.0,8.7,246,1009.1,71,34.0,21.6,382.0,24.3,10.7,56.0,72
Karachi,24.8607,67.0011,2026-04-21 01:00:00,25.2,86,0.0,8.9,264,1008.7,97,32.9,21.0,333.0,21.8,9.6,55.0,72
Karachi,24.8607,67.0011,2026-04-21 02:00:00,24.9,87,0.0,7.6,275,1008.5,100,31.3,19.9,289.0,19.3,8.8,55.0,72
Karachi,24.8607,67.0011,2026-04-21 03:00:00,24.6,88,0.0,6.2,282,1008.1,6,29.2,18.5,248.0,16.7,8.4,56.0,72
Karachi,24.8607,67.0011,2026-04-21 04:00:00,24.4,91,0.0,7.6,269,1007.8,14,29.1,17.6,212.0,14.1,8.3,57.0,73
Karachi,24.8607,67.0011,2026-04-21 05:00:00,24.2,94,0.0,8.5,266,1007.6,1,33.2,17.1,204.0,11.1,8.1,62.0,73
Karachi,24.8607,67.0011,2026-04-21 06:00:00,24.0,96,0.0,8.6,270,1007.8,0,36.0,17.6,253.0,13.5,8.9,62.0,73
Karachi,24.8607,67.0011,2026-04-21 07:00:00,24.3,95,0.0,9.7,270,1008.3,0,40.5,20.1,331.0,16.7,10.1,62.0,73
Karachi,24.8607,67.0011,2026-04-21 08:00:00,25.8,85,0.0,12.6,270,1008.9,14,50.9,21.5,374.0,17.8,11.7,68.0,73
Karachi,24.8607,67.0011,2026-04-21 09:00:00,27.6,70,0.0,12.3,264,1009.4,86,61.9,22.3,344.0,15.0,14.1,84.0,73
Karachi,24.8607,67.0011,2026-04-21 10:00:00,29.0,62,0.0,13.5,262,1009.7,1,66.1,23.3,280.0,10.2,16.9,105.0,73
Karachi,24.8607,67.0011,2026-04-21 11:00:00,30.1,57,0.0,14.5,256,1009.7,0,69.8,24.3,232.0,6.4,18.5,120.0,72
Karachi,24.8607,67.0011,2026-04-21 12:00:00,30.8,53,0.0,15.0,250,1009.4,0,69.4,24.1,221.0,4.6,17.7,123.0,72
Karachi,24.8607,67.0011,2026-04-21 13:00:00,31.1,49,0.0,15.9,244,1008.8,32,68.7,23.1,228.0,3.8,15.7,119.0,71
Karachi,24.8607,67.0011,2026-04-21 14:00:00,31.2,47,0.0,16.7,238,1007.8,28,68.5,22.2,241.0,3.9,14.1,113.0,71
Karachi,24.8607,67.0011,2026-04-21 15:00:00,31.0,50,0.0,16.3,239,1007.3,80,67.1,21.9,262.0,4.5,13.5,105.0,70
Karachi,24.8607,67.0011,2026-04-21 16:00:00,30.4,54,0.0,16.4,237,1006.8,84,64.0,21.6,289.0,5.9,13.3,95.0,70
Karachi,24.8607,67.0011,2026-04-21 17:00:00,29.4,56,0.0,15.5,234,1006.4,20,61.2,22.0,313.0,9.2,13.7,86.0,69
Karachi,24.8607,67.0011,2026-04-21 18:00:00,28.1,63,0.0,14.5,234,1006.4,16,54.9,21.1,323.0,14.5,13.2,74.0,69
Karachi,24.8607,67.0011,2026-04-21 19:00:00,26.9,74,0.0,13.3,232,1006.8,5,44.1,20.4,329.0,21.7,12.6,57.0,69
Karachi,24.8607,67.0011,2026-04-21 20:00:00,26.1,81,0.0,13.1,233,1007.2,0,40.3,21.1,349.0,27.1,12.1,44.0,69
Karachi,24.8607,67.0011,2026-04-21 21:00:00,25.7,83,0.0,10.8,232,1007.6,4,39.1,21.1,411.0,29.2,12.0,39.0,69
Karachi,24.8607,67.0011,2026-04-21 22:00:00,25.3,85,0.0,8.4,235,1008.1,2,38.5,21.3,487.0,29.4,12.2,37.0,69
Karachi,24.8607,67.0011,2026-04-21 23:00:00,25.0,89,0.0,6.2,237,1008.2,6,37.8,21.7,515.0,28.3,11.9,37.0,69
Karachi,24.8607,67.0011,2026-04-22 00:00:00,24.9,91,0.0,6.1,247,1008.3,0,36.6,21.2,448.0,25.5,10.9,38.0,69
Karachi,24.8607,67.0011,2026-04-22 01:00:00,24.6,93,0.0,6.7,254,1007.9,2,35.2,20.1,332.0,21.5,9.6,41.0,69
Karachi,24.8607,67.0011,2026-04-22 02:00:00,24.5,95,0.0,8.4,255,1007.6,22,32.9,18.6,242.0,18.0,8.5,43.0,69
Karachi,24.8607,67.0011,2026-04-22 03:00:00,24.4,95,0.0,8.8,253,1007.0,10,31.3,17.5,204.0,15.5,7.8,43.0,69
Karachi,24.8607,67.0011,2026-04-22 04:00:00,24.5,94,0.0,10.3,251,1006.8,11,29.9,16.6,191.0,13.5,7.4,43.0,69
Karachi,24.8607,67.0011,2026-04-22 05:00:00,24.7,93,0.0,9.3,251,1007.0,26,27.1,14.7,199.0,9.8,7.2,49.0,69
Karachi,24.8607,67.0011,2026-04-22 06:00:00,24.5,94,0.0,9.4,253,1007.2,8,27.1,14.8,241.0,10.5,8.6,51.0,69
Karachi,24.8607,67.0011,2026-04-22 07:00:00,24.8,91,0.0,11.0,256,1007.7,6,29.0,16.4,303.0,11.4,10.5,54.0,68
Karachi,24.8607,67.0011,2026-04-22 08:00:00,26.1,83,0.0,12.3,262,1008.7,5,31.4,15.9,337.0,11.3,12.2,59.0,68
Karachi,24.8607,67.0011,2026-04-22 09:00:00,27.5,74,0.0,13.7,265,1009.1,23,31.9,15.6,314.0,9.4,13.4,70.0,68
Karachi,24.8607,67.0011,2026-04-22 10:00:00,28.8,67,0.0,14.3,263,1009.3,28,32.9,16.0,263.0,6.6,14.3,83.0,67
Karachi,24.8607,67.0011,2026-04-22 11:00:00,29.8,62,0.0,16.0,258,1008.9,3,33.8,16.4,225.0,4.5,14.7,93.0,66
Karachi,24.8607,67.0011,2026-04-22 12:00:00,30.6,60,0.0,17.7,250,1008.5,7,34.7,16.4,215.0,3.6,14.2,97.0,66
Karachi,24.8607,67.0011,2026-04-22 13:00:00,31.1,57,0.0,17.7,241,1007.5,10,34.8,16.1,218.0,3.3,13.2,97.0,65
Karachi,24.8607,67.0011,2026-04-22 14:00:00,31.2,57,0.0,17.8,237,1006.7,16,34.5,15.9,226.0,3.6,12.3,94.0,64
Karachi,24.8607,67.0011,2026-04-22 15:00:00,30.9,61,0.0,16.9,243,1006.2,23,34.1,15.7,239.0,4.2,11.8,89.0,64
Karachi,24.8607,67.0011,2026-04-22 16:00:00,30.2,67,0.0,16.5,245,1005.8,6,33.1,15.5,258.0,5.4,11.4,81.0,63
Karachi,24.8607,67.0011,2026-04-22 17:00:00,29.3,71,0.0,14.5,243,1005.5,62,20.8,11.7,274.0,8.2,11.4,74.0,63
Karachi,24.8607,67.0011,2026-04-22 18:00:00,28.2,76,0.0,14.3,246,1005.7,98,20.9,12.0,286.0,13.0,11.4,65.0,62
Karachi,24.8607,67.0011,2026-04-22 19:00:00,27.2,82,0.0,11.4,246,1005.8,100,20.4,13.1,295.0,19.6,11.4,53.0,61
Karachi,24.8607,67.0011,2026-04-22 20:00:00,26.7,86,0.0,10.9,246,1006.2,100,21.7,14.3,297.0,23.5,11.2,45.0,60
Karachi,24.8607,67.0011,2026-04-22 21:00:00,26.5,88,0.0,9.9,237,1006.6,4,21.6,14.1,290.0,22.4,10.9,45.0,60
Karachi,24.8607,67.0011,2026-04-22 22:00:00,26.3,90,0.0,7.9,229,1007.0,3,20.5,13.6,275.0,18.7,10.5,49.0,59
Karachi,24.8607,67.0011,2026-04-22 23:00:00,26.0,90,0.0,9.3,246,1007.2,0,19.6,13.2,255.0,15.2,9.9,52.0,59
Karachi,24.8607,67.0011,2026-04-23 00:00:00,25.8,92,0.0,9.2,253,1007.2,98,18.9,12.8,224.0,12.8,9.1,54.0,58
Karachi,24.8607,67.0011,2026-04-23 01:00:00,25.5,93,0.0,10.1,259,1007.0,7,18.6,12.4,186.0,10.7,8.2,55.0,57
Karachi,24.8607,67.0011,2026-04-23 02:00:00,25.2,95,0.0,10.3,258,1006.3,4,18.7,12.2,160.0,9.1,7.5,56.0,56
Karachi,24.8607,67.0011,2026-04-23 03:00:00,25.1,96,0.0,10.9,253,1006.3,5,18.7,12.1,149.0,8.3,7.2,55.0,56
Karachi,24.8607,67.0011,2026-04-23 04:00:00,25.0,96,0.0,10.8,242,1006.2,5,18.8,12.0,149.0,8.0,7.3,54.0,55
Karachi,24.8607,67.0011,2026-04-23 05:00:00,25.0,98,0.0,11.8,237,1006.3,19,19.4,12.1,165.0,7.6,7.6,56.0,55
Karachi,24.8607,67.0011,2026-04-23 06:00:00,25.0,97,0.0,13.1,238,1006.7,21,20.3,12.6,214.0,9.3,8.4,55.0,55
Karachi,24.8607,67.0011,2026-04-23 07:00:00,25.4,94,0.0,15.2,240,1007.2,44,23.0,14.8,280.0,11.4,9.7,55.0,54
Karachi,24.8607,67.0011,2026-04-23 08:00:00,26.5,86,0.0,15.4,244,1008.1,59,27.1,16.1,319.0,12.3,10.9,59.0,54
Karachi,24.8607,67.0011,2026-04-23 09:00:00,28.0,77,0.0,14.6,246,1008.4,44,29.9,16.9,304.0,10.6,12.2,70.0,54
Karachi,24.8607,67.0011,2026-04-23 10:00:00,29.4,71,0.0,13.5,247,1008.3,33,32.5,17.6,262.0,7.5,13.6,85.0,54
Karachi,24.8607,67.0011,2026-04-23 11:00:00,30.6,64,0.0,14.3,250,1008.8,35,35.5,18.2,229.0,5.1,14.4,97.0,55
Karachi,24.8607,67.0011,2026-04-23 12:00:00,31.1,61,0.0,15.9,250,1008.5,0,37.4,18.3,218.0,4.0,14.2,102.0,55
Karachi,24.8607,67.0011,2026-04-23 13:00:00,31.8,56,0.0,16.2,249,1007.8,0,39.3,18.3,216.0,3.7,13.4,104.0,55
Karachi,24.8607,67.0011,2026-04-23 14:00:00,32.0,56,0.0,16.5,248,1007.1,0,40.5,18.3,222.0,4.0,12.7,102.0,55
Karachi,24.8607,67.0011,2026-04-23 15:00:00,31.9,57,0.0,16.5,242,1006.5,0,41.0,18.2,237.0,4.9,12.3,97.0,55
Karachi,24.8607,67.0011,2026-04-23 16:00:00,31.4,60,0.0,16.4,234,1006.2,64,39.0,18.0,260.0,6.5,12.1,89.0,56
Karachi,24.8607,67.0011,2026-04-23 17:00:00,30.5,64,0.0,15.1,229,1005.7,99,22.6,12.5,289.0,9.6,12.9,80.0,56
Karachi,24.8607,67.0011,2026-04-23 18:00:00,29.3,70,0.0,10.2,222,1006.4,42,22.6,13.9,327.0,15.5,13.1,68.0,56
Karachi,24.8607,67.0011,2026-04-23 19:00:00,28.2,76,0.0,9.6,236,1007.0,91,21.9,15.4,371.0,23.5,13.3,51.0,56
Karachi,24.8607,67.0011,2026-04-23 20:00:00,27.6,80,0.0,9.8,242,1006.9,95,22.5,16.5,411.0,28.9,13.3,39.0,56
Karachi,24.8607,67.0011,2026-04-23 21:00:00,27.2,84,0.0,9.7,252,1007.0,96,23.1,16.8,456.0,29.6,13.0,35.0,56
Karachi,24.8607,67.0011,2026-04-23 22:00:00,26.7,86,0.0,6.6,257,1008.0,24,24.6,17.2,498.0,27.7,12.5,36.0,57
Karachi,24.8607,67.0011,2026-04-23 23:00:00,26.4,90,0.0,6.5,270,1007.7,26,25.9,17.8,500.0,25.2,11.9,38.0,57
Karachi,24.8607,67.0011,2026-04-24 00:00:00,26.1,92,0.0,6.1,282,1007.6,95,26.8,18.0,428.0,22.6,11.1,39.0,57
Karachi,24.8607,67.0011,2026-04-24 01:00:00,25.8,93,0.0,6.7,273,1007.1,100,27.1,17.5,315.0,19.4,10.2,41.0,58
Karachi,24.8607,67.0011,2026-04-24 02:00:00,25.6,94,0.0,7.7,261,1006.9,100,26.5,16.5,229.0,16.4,9.3,43.0,58
Karachi,24.8607,67.0011,2026-04-24 03:00:00,25.5,95,0.0,7.2,257,1006.9,100,25.6,15.1,192.0,13.3,8.3,46.0,59
Karachi,24.8607,67.0011,2026-04-24 04:00:00,25.4,96,0.0,6.4,259,1006.9,100,25.4,14.3,182.0,10.4,7.5,49.0,59
Karachi,24.8607,67.0011,2026-04-24 05:00:00,25.3,99,0.0,7.1,263,1006.7,98,28.2,14.4,192.0,9.6,7.4,50.0,59
Karachi,24.8607,67.0011,2026-04-24 06:00:00,25.1,100,0.0,7.9,259,1007.2,82,28.6,15.1,237.0,10.7,8.9,50.0,59
Karachi,24.8607,67.0011,2026-04-24 07:00:00,25.5,97,0.0,9.3,245,1007.8,74,32.8,17.1,304.0,12.2,11.0,52.0,60
Karachi,24.8607,67.0011,2026-04-24 08:00:00,26.6,88,0.0,12.6,248,1008.5,46,36.4,17.5,342.0,12.6,12.9,57.0,60
Karachi,24.8607,67.0011,2026-04-24 09:00:00,28.3,80,0.0,11.8,244,1008.7,22,38.2,18.5,324.0,11.0,14.7,70.0,60
Karachi,24.8607,67.0011,2026-04-24 10:00:00,29.8,73,0.0,12.7,240,1008.8,2,40.7,19.6,278.0,8.3,16.3,88.0,60
Karachi,24.8607,67.0011,2026-04-24 11:00:00,31.0,66,0.0,14.7,242,1008.9,18,44.9,21.0,243.0,6.2,17.2,101.0,60
Karachi,24.8607,67.0011,2026-04-24 12:00:00,31.6,62,0.0,15.3,240,1008.6,13,47.4,21.5,232.0,5.0,16.9,108.0,60
Karachi,24.8607,67.0011,2026-04-24 13:00:00,32.1,60,0.0,14.9,239,1008.1,2,48.1,21.1,232.0,4.3,15.8,110.0,61
Karachi,24.8607,67.0011,2026-04-24 14:00:00,32.2,60,0.0,15.8,238,1007.5,19,44.9,20.1,239.0,4.3,14.8,109.0,61
Karachi,24.8607,67.0011,2026-04-24 15:00:00,32.1,62,0.0,16.9,240,1006.8,64,43.1,19.2,250.0,4.8,14.0,102.0,61
Karachi,24.8607,67.0011,2026-04-24 16:00:00,31.5,63,0.0,16.0,241,1006.7,98,39.5,18.2,268.0,6.1,13.3,91.0,61
Karachi,24.8607,67.0011,2026-04-24 17:00:00,30.6,67,0.0,14.2,243,1006.2,96,31.3,15.7,294.0,9.4,13.4,80.0,61
Karachi,24.8607,67.0011,2026-04-24 18:00:00,29.5,72,0.0,10.9,243,1006.2,100,28.8,15.7,338.0,16.2,13.4,67.0,62
Karachi,24.8607,67.0011,2026-04-24 19:00:00,28.4,80,0.0,7.4,248,1006.8,100,26.3,16.2,390.0,25.7,13.4,49.0,62
Karachi,24.8607,67.0011,2026-04-24 20:00:00,27.7,85,0.0,7.3,261,1007.5,100,26.7,18.7,419.0,33.0,13.5,35.0,62
Karachi,24.8607,67.0011,2026-04-24 21:00:00,27.2,87,0.0,6.9,250,1008.0,14,27.5,19.7,410.0,36.6,13.8,29.0,62
Karachi,24.8607,67.0011,2026-04-24 22:00:00,26.8,89,0.0,6.9,231,1008.3,3,28.6,20.7,379.0,38.1,14.1,26.0,62
Karachi,24.8607,67.0011,2026-04-24 23:00:00,26.5,92,0.0,8.8,239,1008.5,18,29.6,21.6,343.0,37.7,14.1,26.0,63
Karachi,24.8607,67.0011,2026-04-25 00:00:00,26.1,93,0.0,6.9,263,1008.0,46,30.2,21.8,302.0,34.8,13.5,28.0,63
Karachi,24.8607,67.0011,2026-04-25 01:00:00,25.8,94,0.0,6.0,297,1007.8,70,30.4,20.8,255.0,30.0,12.5,31.0,63
Karachi,24.8607,67.0011,2026-04-25 02:00:00,25.6,96,0.0,7.6,292,1007.7,73,30.7,19.6,221.0,25.3,11.6,35.0,63
Karachi,24.8607,67.0011,2026-04-25 03:00:00,25.5,96,0.0,6.9,298,1007.8,100,30.9,18.2,200.0,20.8,10.7,39.0,64
Karachi,24.8607,67.0011,2026-04-25 04:00:00,25.3,97,0.0,5.3,288,1007.7,78,31.7,17.0,191.0,16.4,9.8,42.0,64
Karachi,24.8607,67.0011,2026-04-25 05:00:00,25.0,99,0.0,5.1,266,1007.4,100,25.8,13.6,209.0,10.8,8.5,49.0,64
Karachi,24.8607,67.0011,2026-04-25 06:00:00,24.8,100,0.0,6.2,258,1007.7,99,28.1,14.4,283.0,14.2,9.6,47.0,64
Karachi,24.8607,67.0011,2026-04-25 07:00:00,25.1,97,0.0,6.6,257,1008.2,88,32.1,18.2,384.0,18.7,11.2,46.0,64
Karachi,24.8607,67.0011,2026-04-25 08:00:00,26.9,85,0.0,5.8,268,1008.9,15,40.2,20.2,444.0,21.0,13.3,52.0,64
Karachi,24.8607,67.0011,2026-04-25 09:00:00,28.7,77,0.0,5.6,263,1009.5,1,51.8,23.1,424.0,18.9,16.4,73.0,64
Karachi,24.8607,67.0011,2026-04-25 10:00:00,30.4,69,0.0,6.5,262,1009.7,2,65.2,26.5,364.0,14.5,19.9,103.0,65
Karachi,24.8607,67.0011,2026-04-25 11:00:00,31.8,63,0.0,8.4,263,1009.5,0,73.3,28.9,312.0,10.7,21.8,125.0,65
Karachi,24.8607,67.0011,2026-04-25 12:00:00,33.0,57,0.0,10.8,260,1009.2,0,77.1,29.6,284.0,8.1,20.9,135.0,66
Karachi,24.8607,67.0011,2026-04-25 13:00:00,33.6,54,0.0,11.1,254,1008.4,0,74.0,28.4,265.0,6.1,18.4,138.0,67
Karachi,24.8607,67.0011,2026-04-25 14:00:00,33.8,53,0.0,12.3,247,1007.8,0,72.4,27.4,260.0,5.4,16.3,136.0,68
Karachi,24.8607,67.0011,2026-04-25 15:00:00,33.6,53,0.0,12.5,252,1007.1,1,71.0,26.9,272.0,6.3,15.3,129.0,68
Karachi,24.8607,67.0011,2026-04-25 16:00:00,33.0,56,0.0,13.4,246,1006.9,27,68.9,26.6,298.0,8.5,14.7,118.0,69
Karachi,24.8607,67.0011,2026-04-25 17:00:00,32.0,59,0.0,11.9,241,1006.6,66,53.6,20.9,332.0,12.6,13.9,106.0,70
Karachi,24.8607,67.0011,2026-04-25 18:00:00,30.8,64,0.0,10.7,239,1006.6,49,47.4,21.4,379.0,18.2,13.0,92.0,77
Karachi,24.8607,67.0011,2026-04-25 19:00:00,29.4,71,0.0,10.1,241,1007.1,77,43.5,22.1,435.0,25.8,11.8,72.0,75
Karachi,24.8607,67.0011,2026-04-25 20:00:00,28.7,74,0.0,9.6,242,1007.7,27,45.6,22.4,482.0,30.8,10.9,57.0,71
Karachi,24.8607,67.0011,2026-04-25 21:00:00,28.2,75,0.0,9.5,237,1008.2,5,44.2,22.1,525.0,30.8,10.5,53.0,71
Karachi,24.8607,67.0011,2026-04-25 22:00:00,27.8,77,0.0,9.0,235,1008.5,1,42.6,21.7,561.0,28.2,10.4,54.0,72
Karachi,24.8607,67.0011,2026-04-25 23:00:00,27.4,82,0.0,8.3,252,1008.5,0,41.2,21.3,557.0,25.2,10.1,56.0,72
Karachi,24.8607,67.0011,2026-04-26 00:00:00,27.2,81,0.0,7.8,278,1008.2,0,40.7,20.8,484.0,22.4,9.5,56.0,72
Karachi,24.8607,67.0011,2026-04-26 01:00:00,26.9,81,0.0,6.0,275,1007.7,0,40.0,20.0,373.0,19.2,8.7,56.0,72
Karachi,24.8607,67.0011,2026-04-26 02:00:00,26.6,81,0.0,6.5,256,1007.2,0,39.8,19.0,283.0,16.3,8.2,57.0,72
Karachi,24.8607,67.0011,2026-04-26 03:00:00,26.4,81,0.0,7.5,246,1006.9,0,40.6,18.2,226.0,13.4,7.9,59.0,72
