city,latitude,longitude,time,temperature_2m,relative_humidity_2m,precipitation,wind_speed_10m,wind_direction_10m,pressure_msl,cloud_cover,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi
Karachi,24.8607,67.0011,2026-04-08 12:00:00,28.9,59,0.0,9.5,191,1008.8,1,105.2,40.2,545.0,6.6,31.8,184.0,79
Karachi,24.8607,67.0011,2026-04-08 13:00:00,29.0,60,0.0,12.0,198,1008.4,17,115.5,41.7,468.0,5.1,30.3,198.0,96
Karachi,24.8607,67.0011,2026-04-08 14:00:00,28.8,58,0.0,12.9,199,1007.9,26,116.2,41.2,415.0,4.8,28.3,203.0,113
Karachi,24.8607,67.0011,2026-04-08 15:00:00,28.5,59,0.0,13.9,205,1007.3,7,106.6,39.2,390.0,5.8,26.1,192.0,133
Karachi,24.8607,67.0011,2026-04-08 16:00:00,28.3,60,0.0,13.0,213,1006.7,7,97.8,36.9,390.0,7.9,23.3,171.0,150
Karachi,24.8607,67.0011,2026-04-08 17:00:00,27.6,64,0.0,11.9,215,1006.4,4,80.6,32.1,419.0,9.8,18.6,139.0,159
Karachi,24.8607,67.0011,2026-04-08 18:00:00,26.7,72,0.0,12.1,223,1006.6,0,72.4,30.7,498.0,16.7,17.0,122.0,161
Karachi,24.8607,67.0011,2026-04-08 19:00:00,25.7,80,0.0,9.7,227,1007.1,0,57.0,30.3,606.0,26.2,14.9,98.0,157
Karachi,24.8607,67.0011,2026-04-08 20:00:00,25.1,84,0.0,9.2,223,1007.6,0,56.1,31.3,687.0,33.3,13.2,80.0,145
Karachi,24.8607,67.0011,2026-04-08 21:00:00,24.8,85,0.0,8.2,237,1008.2,0,55.9,32.1,712.0,35.8,12.6,74.0,122
Karachi,24.8607,67.0011,2026-04-08 22:00:00,24.4,87,0.0,5.6,237,1008.7,0,56.0,33.4,709.0,35.9,12.6,73.0,96
Karachi,24.8607,67.0011,2026-04-08 23:00:00,24.4,89,0.0,5.4,233,1009.2,0,56.9,34.9,704.0,35.2,12.5,73.0,87
Karachi,24.8607,67.0011,2026-04-09 00:00:00,24.2,90,0.0,4.7,270,1009.4,1,57.5,36.0,707.0,34.1,11.9,71.0,88
Karachi,24.8607,67.0011,2026-04-09 01:00:00,23.6,93,0.0,5.9,308,1009.4,16,63.3,39.0,708.0,32.2,11.3,70.0,89
Karachi,24.8607,67.0011,2026-04-09 02:00:00,23.0,95,0.0,5.6,338,1009.2,23,66.1,41.4,702.0,30.3,11.2,68.0,91
Karachi,24.8607,67.0011,2026-04-09 03:00:00,22.5,97,0.0,4.2,329,1009.0,36,65.2,40.5,667.0,27.7,11.7,65.0,93
Karachi,24.8607,67.0011,2026-04-09 04:00:00,22.1,99,0.0,2.5,330,1009.2,100,66.1,39.9,625.0,25.0,12.7,61.0,94
Karachi,24.8607,67.0011,2026-04-09 05:00:00,22.1,99,0.0,2.6,34,1009.6,100,71.9,43.3,640.0,22.8,12.4,66.0,96
Karachi,24.8607,67.0011,2026-04-09 06:00:00,21.9,99,0.0,4.3,57,1010.3,100,81.0,50.1,773.0,27.2,14.1,66.0,98
Karachi,24.8607,67.0011,2026-04-09 07:00:00,21.7,98,0.0,3.3,49,1011.2,93,90.8,58.9,962.0,32.9,16.7,68.0,100
Karachi,24.8607,67.0011,2026-04-09 08:00:00,22.8,89,0.0,0.8,117,1011.7,11,78.2,45.6,1084.0,35.0,20.4,79.0,104
Karachi,24.8607,67.0011,2026-04-09 09:00:00,25.1,72,0.0,1.4,113,1012.2,0,92.4,43.5,1087.0,30.1,26.7,108.0,106
Karachi,24.8607,67.0011,2026-04-09 10:00:00,27.7,56,0.0,4.6,138,1012.5,0,112.2,44.9,1024.0,21.6,34.0,146.0,108
Karachi,24.8607,67.0011,2026-04-09 11:00:00,29.0,55,0.0,6.9,163,1012.8,0,124.3,47.1,926.0,14.3,37.9,176.0,109
Karachi,24.8607,67.0011,2026-04-09 12:00:00,29.7,56,0.0,8.7,185,1012.6,0,122.5,46.9,780.0,9.8,35.7,191.0,111
Karachi,24.8607,67.0011,2026-04-09 13:00:00,30.0,56,0.0,11.0,191,1012.1,11,109.4,43.4,600.0,6.6,30.1,198.0,111
Karachi,24.8607,67.0011,2026-04-09 14:00:00,30.2,55,0.0,11.7,200,1011.1,31,96.2,40.0,462.0,5.1,25.0,196.0,112
Karachi,24.8607,67.0011,2026-04-09 15:00:00,29.5,57,0.0,13.5,213,1010.6,10,87.3,37.5,399.0,5.5,21.8,183.0,114
Karachi,24.8607,67.0011,2026-04-09 16:00:00,28.3,61,0.0,15.3,216,1010.4,6,82.0,35.0,378.0,7.6,19.0,160.0,138
Karachi,24.8607,67.0011,2026-04-09 17:00:00,27.5,66,0.0,15.1,216,1010.3,7,75.2,31.9,379.0,10.8,15.0,134.0,154
Karachi,24.8607,67.0011,2026-04-09 18:00:00,26.9,65,0.0,12.5,217,1010.9,2,74.3,32.7,400.0,15.2,14.3,122.0,158
Karachi,24.8607,67.0011,2026-04-09 19:00:00,26.2,74,0.0,10.8,232,1011.6,9,68.0,33.1,444.0,21.3,13.4,104.0,154
Karachi,24.8607,67.0011,2026-04-09 20:00:00,25.7,77,0.0,8.2,237,1012.1,0,73.6,34.1,498.0,26.3,12.9,89.0,140
Karachi,24.8607,67.0011,2026-04-09 21:00:00,25.3,80,0.0,6.5,275,1013.1,96,68.9,35.4,572.0,29.5,13.2,79.0,119
Karachi,24.8607,67.0011,2026-04-09 22:00:00,25.0,82,0.0,7.4,296,1013.8,2,65.2,36.0,658.0,31.6,13.9,71.0,112
Karachi,24.8607,67.0011,2026-04-09 23:00:00,24.6,86,0.0,8.3,314,1014.2,100,63.3,35.7,714.0,32.1,14.3,66.0,112
Karachi,24.8607,67.0011,2026-04-10 00:00:00,24.8,86,0.0,6.6,319,1013.8,27,62.2,35.0,731.0,30.1,14.1,63.0,112
Karachi,24.8607,67.0011,2026-04-10 01:00:00,24.3,88,0.0,8.0,320,1013.7,45,60.5,34.3,720.0,26.4,13.5,62.0,112
Karachi,24.8607,67.0011,2026-04-10 02:00:00,23.9,89,0.0,6.1,336,1013.0,100,58.8,33.3,669.0,23.1,13.2,62.0,112
Karachi,24.8607,67.0011,2026-04-10 03:00:00,24.0,87,0.0,3.5,21,1012.2,100,59.1,32.2,507.0,20.0,13.1,62.0,111
Karachi,24.8607,67.0011,2026-04-10 04:00:00,24.0,86,0.0,3.4,342,1012.1,80,60.1,31.4,306.0,17.3,13.2,61.0,110
Karachi,24.8607,67.0011,2026-04-10 05:00:00,23.9,84,0.0,5.8,344,1012.3,41,61.9,31.7,269.0,19.7,14.1,58.0,109
Karachi,24.8607,67.0011,2026-04-10 06:00:00,23.9,81,0.0,6.0,344,1013.0,0,65.4,31.2,579.0,26.4,14.5,55.0,108
Karachi,24.8607,67.0011,2026-04-10 07:00:00,24.0,78,0.0,5.6,345,1013.8,0,69.6,34.2,1054.0,35.1,15.3,52.0,106
Karachi,24.8607,67.0011,2026-04-10 08:00:00,26.0,65,0.0,3.2,27,1014.7,0,72.6,38.3,1344.0,38.5,18.1,61.0,104
Karachi,24.8607,67.0011,2026-04-10 09:00:00,28.9,46,0.0,2.8,75,1014.9,1,86.6,35.2,1269.0,31.3,25.3,92.0,103
Karachi,24.8607,67.0011,2026-04-10 10:00:00,30.9,36,0.0,5.6,153,1015.3,2,81.3,32.2,1010.0,18.8,34.5,135.0,102
Karachi,24.8607,67.0011,2026-04-10 11:00:00,31.5,36,0.0,9.4,177,1015.3,2,78.7,31.5,764.0,9.0,39.3,168.0,101
Karachi,24.8607,67.0011,2026-04-10 12:00:00,31.8,35,0.0,11.3,189,1014.8,98,69.6,28.6,580.0,5.1,35.8,183.0,99
Karachi,24.8607,67.0011,2026-04-10 13:00:00,31.7,34,0.0,11.4,201,1014.1,80,61.9,27.3,409.0,3.9,27.9,187.0,98
Karachi,24.8607,67.0011,2026-04-10 14:00:00,31.3,36,0.0,11.4,215,1013.2,0,57.3,26.5,296.0,4.0,21.4,184.0,96
Karachi,24.8607,67.0011,2026-04-10 15:00:00,31.8,36,0.0,11.5,222,1012.6,0,53.0,25.2,274.0,4.8,18.3,172.0,95
Karachi,24.8607,67.0011,2026-04-10 16:00:00,31.0,41,0.0,13.6,238,1012.4,0,50.6,24.1,310.0,6.8,16.6,153.0,118
Karachi,24.8607,67.0011,2026-04-10 17:00:00,29.7,49,0.0,12.5,252,1012.3,0,63.6,29.3,347.0,10.6,16.9,150.0,138
Karachi,24.8607,67.0011,2026-04-10 18:00:00,28.3,56,0.0,12.0,254,1012.5,0,59.0,29.3,374.0,16.3,15.3,130.0,150
Karachi,24.8607,67.0011,2026-04-10 19:00:00,26.7,70,0.0,10.7,265,1013.0,1,55.2,30.0,403.0,24.2,13.1,101.0,149
Karachi,24.8607,67.0011,2026-04-10 20:00:00,25.9,78,0.0,8.0,261,1013.5,5,56.7,30.4,415.0,29.9,11.6,79.0,135
Karachi,24.8607,67.0011,2026-04-10 21:00:00,25.4,82,0.0,6.6,244,1013.2,1,59.6,30.7,399.0,31.8,11.4,68.0,112
Karachi,24.8607,67.0011,2026-04-10 22:00:00,25.0,85,0.0,7.8,257,1013.4,0,63.1,31.7,366.0,31.6,11.9,64.0,91
Karachi,24.8607,67.0011,2026-04-10 23:00:00,24.9,86,0.0,9.9,285,1014.1,14,63.6,32.6,332.0,29.5,12.0,63.0,91
Karachi,24.8607,67.0011,2026-04-11 00:00:00,24.8,85,0.0,8.0,275,1013.4,7,60.8,31.3,301.0,24.6,11.2,66.0,91
Karachi,24.8607,67.0011,2026-04-11 01:00:00,24.6,85,0.0,9.0,292,1013.2,23,56.9,28.8,269.0,17.9,9.9,72.0,90
Karachi,24.8607,67.0011,2026-04-11 02:00:00,24.5,84,0.0,8.8,305,1012.5,99,52.5,26.7,243.0,12.5,8.9,78.0,90
Karachi,24.8607,67.0011,2026-04-11 03:00:00,24.4,84,0.0,7.2,305,1011.9,0,49.9,25.2,215.0,9.5,8.2,82.0,89
Karachi,24.8607,67.0011,2026-04-11 04:00:00,24.0,87,0.0,7.0,302,1011.5,0,51.2,24.2,193.0,7.8,7.8,84.0,89
Karachi,24.8607,67.0011,2026-04-11 05:00:00,24.1,90,0.0,8.0,261,1011.3,0,53.0,24.2,209.0,8.4,7.9,83.0,88
Karachi,24.8607,67.0011,2026-04-11 06:00:00,24.4,88,0.0,9.7,274,1011.7,0,58.6,25.2,308.0,11.6,8.7,82.0,87
Karachi,24.8607,67.0011,2026-04-11 07:00:00,24.6,86,0.0,9.8,287,1012.4,0,66.8,28.7,446.0,15.8,10.0,82.0,87
Karachi,24.8607,67.0011,2026-04-11 08:00:00,26.2,77,0.0,9.9,289,1013.1,0,84.8,32.8,521.0,17.7,11.5,86.0,86
Karachi,24.8607,67.0011,2026-04-11 09:00:00,28.0,67,0.0,11.2,285,1013.5,0,107.3,37.1,471.0,15.0,13.7,99.0,86
Karachi,24.8607,67.0011,2026-04-11 10:00:00,29.7,58,0.0,11.5,279,1013.3,0,132.2,41.7,358.0,10.1,16.1,116.0,86
Karachi,24.8607,67.0011,2026-04-11 11:00:00,31.2,52,0.0,13.1,272,1013.3,0,155.5,46.1,272.0,6.2,17.8,129.0,87
Karachi,24.8607,67.0011,2026-04-11 12:00:00,32.0,47,0.0,14.2,271,1012.8,0,163.0,48.7,246.0,4.6,18.2,135.0,88
Karachi,24.8607,67.0011,2026-04-11 13:00:00,32.6,44,0.0,14.8,271,1012.1,0,164.4,50.1,246.0,4.1,17.8,137.0,90
Karachi,24.8607,67.0011,2026-04-11 14:00:00,33.1,40,0.0,14.2,271,1011.2,0,165.3,51.2,258.0,4.6,17.1,135.0,92
Karachi,24.8607,67.0011,2026-04-11 15:00:00,33.1,39,0.0,14.6,272,1010.5,0,165.8,52.6,272.0,5.7,16.3,127.0,94
Karachi,24.8607,67.0011,2026-04-11 16:00:00,32.7,39,0.0,14.3,276,1009.8,0,163.9,53.8,299.0,7.8,15.2,114.0,97
Karachi,24.8607,67.0011,2026-04-11 17:00:00,31.8,43,0.0,11.6,255,1009.2,0,130.4,43.4,354.0,12.2,14.7,104.0,99
Karachi,24.8607,67.0011,2026-04-11 18:00:00,30.0,53,0.0,10.5,257,1009.4,0,120.1,44.4,472.0,19.3,13.5,86.0,100
Karachi,24.8607,67.0011,2026-04-11 19:00:00,27.8,66,0.0,9.4,269,1010.0,0,108.5,45.1,619.0,28.9,11.7,62.0,102
Karachi,24.8607,67.0011,2026-04-11 20:00:00,27.0,68,0.0,6.9,295,1010.7,0,108.3,44.4,706.0,35.2,10.4,45.0,104
Karachi,24.8607,67.0011,2026-04-11 21:00:00,26.6,68,0.0,10.5,286,1011.2,0,105.7,43.2,687.0,35.5,9.9,42.0,105
Karachi,24.8607,67.0011,2026-04-11 22:00:00,26.6,63,0.0,12.1,287,1011.1,0,103.4,41.4,607.0,32.4,9.7,46.0,106
Karachi,24.8607,67.0011,2026-04-11 23:00:00,26.6,65,0.0,12.2,298,1011.5,0,99.0,39.6,516.0,28.4,9.4,51.0,107
Karachi,24.8607,67.0011,2026-04-12 00:00:00,26.1,68,0.0,10.4,312,1011.0,0,89.9,36.7,409.0,23.4,8.5,55.0,108
Karachi,24.8607,67.0011,2026-04-12 01:00:00,25.7,70,0.0,11.4,308,1010.4,0,79.4,33.3,290.0,17.6,7.4,59.0,109
Karachi,24.8607,67.0011,2026-04-12 02:00:00,25.4,70,0.0,10.7,311,1009.7,0,72.2,31.1,218.0,13.2,6.8,62.0,109
Karachi,24.8607,67.0011,2026-04-12 03:00:00,25.2,70,0.0,9.0,314,1009.1,0,71.2,30.5,196.0,10.5,6.6,61.0,110
Karachi,24.8607,67.0011,2026-04-12 04:00:00,24.7,74,0.0,7.2,321,1008.9,0,73.6,30.7,220.0,9.3,6.8,59.0,110
Karachi,24.8607,67.0011,2026-04-12 05:00:00,24.0,78,0.0,5.4,320,1009.0,0,76.6,31.1,338.0,11.9,8.0,53.0,111
Karachi,24.8607,67.0011,2026-04-12 06:00:00,23.5,80,0.0,6.3,321,1009.0,0,77.5,32.6,657.0,20.6,10.0,45.0,112
Karachi,24.8607,67.0011,2026-04-12 07:00:00,23.3,79,0.0,6.7,357,1009.4,0,85.0,39.3,1070.0,32.2,12.8,35.0,112
Karachi,24.8607,67.0011,2026-04-12 08:00:00,25.4,65,0.0,3.7,14,1010.0,0,82.7,43.0,1304.0,38.1,16.2,38.0,113
Karachi,24.8607,67.0011,2026-04-12 09:00:00,28.7,46,0.0,4.1,358,1010.3,0,116.9,43.4,1186.0,32.7,20.8,65.0,114
Karachi,24.8607,67.0011,2026-04-12 10:00:00,32.7,29,0.0,3.6,3,1010.4,3,168.1,46.6,889.0,21.6,25.8,105.0,115
Karachi,24.8607,67.0011,2026-04-12 11:00:00,34.5,23,0.0,1.5,173,1010.5,0,191.4,46.3,653.0,12.5,28.7,139.0,116
Karachi,24.8607,67.0011,2026-04-12 12:00:00,34.9,27,0.0,7.0,190,1009.8,0,187.7,43.9,576.0,8.0,27.5,162.0,116
Karachi,24.8607,67.0011,2026-04-12 13:00:00,34.3,39,0.0,12.1,203,1009.0,0,170.4,41.1,560.0,5.5,24.2,178.0,115
Karachi,24.8607,67.0011,2026-04-12 14:00:00,34.1,37,0.0,14.2,213,1008.3,0,157.4,39.9,550.0,4.8,21.6,186.0,114
Karachi,24.8607,67.0011,2026-04-12 15:00:00,33.5,37,0.0,14.2,219,1007.6,0,151.8,40.0,523.0,6.2,21.2,183.0,113
Karachi,24.8607,67.0011,2026-04-12 16:00:00,32.2,45,0.0,12.1,222,1007.2,0,153.2,42.8,502.0,9.4,21.6,172.0,112
Karachi,24.8607,67.0011,2026-04-12 17:00:00,31.3,50,0.0,10.9,234,1007.2,0,123.9,37.4,508.0,14.1,20.9,163.0,120
Karachi,24.8607,67.0011,2026-04-12 18:00:00,30.0,57,0.0,9.9,243,1007.5,0,115.9,38.5,574.0,19.1,18.5,139.0,140
Karachi,24.8607,67.0011,2026-04-12 19:00:00,28.0,72,0.0,9.1,240,1008.0,2,105.2,38.9,667.0,26.0,15.2,106.0,148
Karachi,24.8607,67.0011,2026-04-12 20:00:00,27.1,77,0.0,7.9,249,1008.3,41,101.3,35.2,704.0,30.2,12.6,80.0,141
Karachi,24.8607,67.0011,2026-04-12 21:00:00,26.6,80,0.0,8.8,255,1009.0,59,97.8,34.0,633.0,29.7,11.5,69.0,123
Karachi,24.8607,67.0011,2026-04-12 22:00:00,26.2,81,0.0,9.2,277,1009.7,50,98.3,34.1,506.0,26.6,11.1,66.0,107
Karachi,24.8607,67.0011,2026-04-12 23:00:00,26.0,81,0.0,8.8,289,1010.0,75,98.5,34.6,404.0,23.0,10.7,66.0,106
Karachi,24.8607,67.0011,2026-04-13 00:00:00,25.8,80,0.0,8.1,294,1009.7,88,99.0,34.5,361.0,19.3,9.9,68.0,106
Karachi,24.8607,67.0011,2026-04-13 01:00:00,25.4,80,0.0,6.5,318,1009.1,99,92.9,32.9,343.0,15.1,9.0,72.0,105
Karachi,24.8607,67.0011,2026-04-13 02:00:00,25.2,79,0.0,7.2,328,1008.6,91,76.6,29.5,321.0,11.8,8.3,75.0,105
Karachi,24.8607,67.0011,2026-04-13 03:00:00,24.8,75,0.0,8.2,306,1008.0,12,58.2,25.0,263.0,9.3,7.6,77.0,105
Karachi,24.8607,67.0011,2026-04-13 04:00:00,24.5,74,0.0,9.3,298,1007.7,0,46.4,21.8,201.0,7.6,7.1,78.0,105
Karachi,24.8607,67.0011,2026-04-13 05:00:00,24.7,78,0.0,8.8,285,1008.2,14,40.3,21.5,208.0,9.1,7.7,74.0,104
Karachi,24.8607,67.0011,2026-04-13 06:00:00,24.8,81,0.0,8.3,275,1008.3,41,38.6,21.6,365.0,13.9,8.9,71.0,103
Karachi,24.8607,67.0011,2026-04-13 07:00:00,25.1,81,0.0,7.4,273,1008.8,0,41.6,25.2,591.0,20.2,10.6,68.0,101
Karachi,24.8607,67.0011,2026-04-13 08:00:00,26.8,75,0.0,7.4,266,1009.7,0,49.5,27.5,713.0,23.2,12.1,71.0,100
Karachi,24.8607,67.0011,2026-04-13 09:00:00,28.8,66,0.0,9.9,268,1010.3,0,65.2,29.7,622.0,19.8,13.5,88.0,99
Karachi,24.8607,67.0011,2026-04-13 10:00:00,30.9,54,0.0,11.2,258,1010.4,0,95.7,34.2,426.0,13.1,14.8,111.0,97
Karachi,24.8607,67.0011,2026-04-13 11:00:00,31.5,51,0.0,15.2,253,1010.5,0,142.0,42.1,277.0,7.7,15.4,127.0,96
Karachi,24.8607,67.0011,2026-04-13 12:00:00,32.3,45,0.0,16.2,255,1010.2,0,163.9,47.8,239.0,5.4,14.7,130.0,96
Karachi,24.8607,67.0011,2026-04-13 13:00:00,32.9,40,0.0,16.8,258,1009.7,0,161.1,49.2,249.0,4.5,13.2,126.0,96
Karachi,24.8607,67.0011,2026-04-13 14:00:00,33.4,37,0.0,16.1,254,1009.0,0,150.9,47.6,265.0,4.5,11.9,120.0,97
Karachi,24.8607,67.0011,2026-04-13 15:00:00,33.0,38,0.0,15.5,248,1008.4,5,133.6,42.8,273.0,5.3,11.1,113.0,98
Karachi,24.8607,67.0011,2026-04-13 16:00:00,32.4,42,0.0,15.8,246,1007.8,0,115.3,37.6,287.0,7.0,10.4,104.0,98
Karachi,24.8607,67.0011,2026-04-13 17:00:00,30.8,49,0.0,17.7,249,1007.6,7,81.3,27.2,316.0,9.2,9.5,96.0,97
Karachi,24.8607,67.0011,2026-04-13 18:00:00,29.5,54,0.0,16.2,251,1007.5,0,71.0,27.2,373.0,12.5,9.2,89.0,97
Karachi,24.8607,67.0011,2026-04-13 19:00:00,28.3,60,0.0,13.8,258,1007.8,12,60.1,27.5,444.0,16.9,8.8,79.0,96
Karachi,24.8607,67.0011,2026-04-13 20:00:00,27.9,62,0.0,10.6,268,1008.4,3,54.2,25.0,492.0,19.3,8.4,73.0,95
Karachi,24.8607,67.0011,2026-04-13 21:00:00,27.6,64,0.0,9.4,271,1008.9,9,44.8,21.7,503.0,18.0,8.0,74.0,94
Karachi,24.8607,67.0011,2026-04-13 22:00:00,27.3,65,0.0,9.9,285,1009.4,0,39.5,18.5,491.0,14.8,7.6,79.0,93
Karachi,24.8607,67.0011,2026-04-13 23:00:00,26.9,67,0.0,8.4,285,1009.7,0,38.1,16.5,455.0,11.7,7.1,84.0,91
Karachi,24.8607,67.0011,2026-04-14 00:00:00,26.5,70,0.0,9.0,275,1009.2,0,34.8,15.1,379.0,9.2,6.4,87.0,90
Karachi,24.8607,67.0011,2026-04-14 01:00:00,26.2,72,0.0,10.9,263,1008.7,29,28.2,13.6,278.0,6.8,5.7,89.0,88
Karachi,24.8607,67.0011,2026-04-14 02:00:00,26.1,73,0.0,11.4,265,1008.0,72,23.9,12.4,205.0,5.2,5.3,90.0,86
Karachi,24.8607,67.0011,2026-04-14 03:00:00,26.1,71,0.0,13.2,263,1007.3,88,26.9,12.1,162.0,4.3,5.2,89.0,85
Karachi,24.8607,67.0011,2026-04-14 04:00:00,26.0,72,0.0,12.8,260,1007.1,97,28.8,12.2,145.0,4.3,5.4,87.0,83
Karachi,24.8607,67.0011,2026-04-14 05:00:00,25.8,77,0.0,11.3,272,1007.2,99,44.5,14.8,196.0,6.4,6.1,83.0,83
Karachi,24.8607,67.0011,2026-04-14 06:00:00,25.8,77,0.0,10.4,281,1007.7,93,43.9,16.0,391.0,10.9,6.8,78.0,82
Karachi,24.8607,67.0011,2026-04-14 07:00:00,25.9,76,0.0,9.1,284,1008.2,98,51.8,19.8,653.0,16.9,7.8,72.0,82
Karachi,24.8607,67.0011,2026-04-14 08:00:00,27.5,69,0.0,7.2,284,1008.8,77,74.0,25.7,795.0,20.1,9.3,73.0,81
Karachi,24.8607,67.0011,2026-04-14 09:00:00,29.8,57,0.0,8.1,273,1009.0,25,130.9,34.5,698.0,17.6,11.7,88.0,81
Karachi,24.8607,67.0011,2026-04-14 10:00:00,31.8,48,0.0,9.4,265,1009.4,0,191.4,44.9,481.0,12.2,14.6,110.0,81
Karachi,24.8607,67.0011,2026-04-14 11:00:00,32.0,50,0.0,13.1,257,1009.8,0,238.0,54.7,312.0,7.9,16.5,127.0,82
Karachi,24.8607,67.0011,2026-04-14 12:00:00,32.9,45,0.0,13.3,260,1009.4,0,258.0,60.5,260.0,5.9,16.6,134.0,83
Karachi,24.8607,67.0011,2026-04-14 13:00:00,33.4,43,0.0,14.4,257,1008.6,0,253.3,62.4,256.0,4.9,15.6,137.0,84
Karachi,24.8607,67.0011,2026-04-14 14:00:00,33.2,42,0.0,15.0,257,1008.0,10,240.3,61.9,268.0,5.0,14.4,135.0,86
Karachi,24.8607,67.0011,2026-04-14 15:00:00,32.5,44,0.0,15.0,257,1007.3,16,217.0,58.8,287.0,6.4,13.2,128.0,87
Karachi,24.8607,67.0011,2026-04-14 16:00:00,31.9,47,0.0,13.5,254,1006.8,16,178.3,51.9,321.0,8.9,11.7,117.0,88
Karachi,24.8607,67.0011,2026-04-14 17:00:00,30.8,52,0.0,11.6,248,1006.3,2,139.7,43.1,365.0,11.9,11.5,107.0,90
Karachi,24.8607,67.0011,2026-04-14 18:00:00,29.3,55,0.0,12.3,259,1006.5,0,97.1,33.9,430.0,16.1,10.7,98.0,91
Karachi,24.8607,67.0011,2026-04-14 19:00:00,27.9,58,0.0,9.4,271,1006.8,0,70.5,29.0,505.0,21.7,9.5,87.0,92
Karachi,24.8607,67.0011,2026-04-14 20:00:00,27.0,66,0.0,9.2,259,1007.2,0,58.6,25.6,551.0,25.1,8.7,79.0,92
Karachi,24.8607,67.0011,2026-04-14 21:00:00,26.4,74,0.0,8.6,255,1007.7,0,51.8,24.8,549.0,24.3,8.5,79.0,92
Karachi,24.8607,67.0011,2026-04-14 22:00:00,25.9,78,0.0,8.5,266,1008.3,20,50.6,25.3,518.0,21.3,8.6,84.0,92
Karachi,24.8607,67.0011,2026-04-14 23:00:00,25.8,79,0.0,8.6,262,1008.2,2,52.9,26.4,474.0,18.4,8.6,87.0,93
Karachi,24.8607,67.0011,2026-04-15 00:00:00,25.7,79,0.0,6.2,285,1008.0,24,55.3,27.2,413.0,16.2,8.2,88.0,94
Karachi,24.8607,67.0011,2026-04-15 01:00:00,25.3,80,0.0,5.3,298,1007.2,68,55.1,27.0,340.0,14.1,7.7,89.0,95
Karachi,24.8607,67.0011,2026-04-15 02:00:00,25.0,80,0.0,7.2,288,1006.5,59,51.6,25.9,284.0,12.6,7.4,88.0,96
Karachi,24.8607,67.0011,2026-04-15 03:00:00,25.0,78,0.0,8.8,285,1006.0,99,48.0,24.7,228.0,11.2,7.5,86.0,97
Karachi,24.8607,67.0011,2026-04-15 04:00:00,25.0,77,0.0,7.7,295,1005.7,100,45.1,23.7,189.0,10.3,7.9,82.0,98
Karachi,24.8607,67.0011,2026-04-15 05:00:00,24.6,80,0.0,5.2,304,1005.4,96,42.3,23.1,247.0,12.6,8.6,74.0,99
Karachi,24.8607,67.0011,2026-04-15 06:00:00,24.7,80,0.0,5.6,297,1005.8,75,46.7,25.4,518.0,21.3,10.4,66.0,100
Karachi,24.8607,67.0011,2026-04-15 07:00:00,24.7,80,0.0,5.2,284,1006.3,1,54.7,32.9,887.0,33.0,13.1,55.0,101
Karachi,24.8607,67.0011,2026-04-15 08:00:00,26.4,75,0.0,3.7,259,1007.0,97,56.1,33.4,1087.0,39.2,16.0,58.0,102
Karachi,24.8607,67.0011,2026-04-15 09:00:00,28.4,68,0.0,5.8,244,1007.3,100,72.2,32.4,950.0,34.8,19.6,85.0,103
Karachi,24.8607,67.0011,2026-04-15 10:00:00,30.0,62,0.0,8.0,239,1007.7,98,86.8,34.2,644.0,24.9,23.4,126.0,103
Karachi,24.8607,67.0011,2026-04-15 11:00:00,30.8,60,0.0,10.7,241,1008.0,99,101.3,37.8,404.0,16.5,25.7,159.0,102
Karachi,24.8607,67.0011,2026-04-15 12:00:00,31.5,57,0.0,12.2,241,1007.8,98,107.6,40.2,324.0,11.9,25.5,181.0,100
Karachi,24.8607,67.0011,2026-04-15 13:00:00,32.0,53,0.0,12.6,236,1007.2,100,103.1,39.5,309.0,8.8,23.7,196.0,98
Karachi,24.8607,67.0011,2026-04-15 14:00:00,32.3,50,0.0,12.9,233,1006.2,100,100.1,37.5,311.0,7.4,21.5,199.0,96
Karachi,24.8607,67.0011,2026-04-15 15:00:00,32.1,51,0.0,12.3,235,1005.4,53,97.8,35.2,320.0,7.9,18.7,182.0,94
Karachi,24.8607,67.0011,2026-04-15 16:00:00,31.2,56,0.0,12.4,236,1004.9,95,95.0,32.8,346.0,10.1,15.5,153.0,119
Karachi,24.8607,67.0011,2026-04-15 17:00:00,29.3,67,0.0,13.5,243,1005.1,100,91.7,30.4,370.0,12.8,13.1,128.0,139
Karachi,24.8607,67.0011,2026-04-15 18:00:00,28.0,73,0.0,13.0,246,1005.2,100,81.5,29.5,381.0,17.1,11.9,112.0,148
Karachi,24.8607,67.0011,2026-04-15 19:00:00,26.9,79,0.0,11.2,254,1005.6,96,63.3,27.9,390.0,23.0,10.2,91.0,145
Karachi,24.8607,67.0011,2026-04-15 20:00:00,26.5,81,0.0,9.7,268,1006.2,92,55.9,26.3,405.0,26.8,9.0,75.0,131
Karachi,24.8607,67.0011,2026-04-15 21:00:00,26.1,82,0.0,9.4,269,1006.7,91,47.3,23.8,449.0,26.6,9.0,71.0,108
Karachi,24.8607,67.0011,2026-04-15 22:00:00,25.7,84,0.0,7.9,273,1006.8,95,39.0,22.1,499.0,24.4,9.5,74.0,89
Karachi,24.8607,67.0011,2026-04-15 23:00:00,25.7,80,0.0,7.8,277,1006.7,100,33.4,20.8,503.0,21.8,9.8,77.0,88
